20180825145642,10.0.0.2,40502,10.0.0.1,5001,3,0.0-1.0,2228224,17825792
20180825145643,10.0.0.2,40502,10.0.0.1,5001,3,1.0-2.0,1179648,9437184
20180825145644,10.0.0.2,40502,10.0.0.1,5001,3,2.0-3.0,1703936,13631488
20180825145645,10.0.0.2,40502,10.0.0.1,5001,3,3.0-4.0,1310720,10485760
20180825145646,10.0.0.2,40502,10.0.0.1,5001,3,4.0-5.0,1703936,13631488
20180825145647,10.0.0.2,40502,10.0.0.1,5001,3,5.0-6.0,917504,7340032
20180825145648,10.0.0.2,40502,10.0.0.1,5001,3,6.0-7.0,2097152,16777216
20180825145649,10.0.0.2,40502,10.0.0.1,5001,3,7.0-8.0,1179648,9437184
20180825145650,10.0.0.2,40502,10.0.0.1,5001,3,8.0-9.0,1179648,9437184
20180825145651,10.0.0.2,40502,10.0.0.1,5001,3,9.0-10.0,1048576,8388608
20180825145652,10.0.0.2,40502,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20180825145653,10.0.0.2,40502,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20180825145654,10.0.0.2,40502,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20180825145655,10.0.0.2,40502,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20180825145656,10.0.0.2,40502,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20180825145657,10.0.0.2,40502,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20180825145658,10.0.0.2,40502,10.0.0.1,5001,3,16.0-17.0,1179648,9437184
20180825145659,10.0.0.2,40502,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20180825145700,10.0.0.2,40502,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20180825145701,10.0.0.2,40502,10.0.0.1,5001,3,19.0-20.0,1179648,9437184
20180825145702,10.0.0.2,40502,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20180825145703,10.0.0.2,40502,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20180825145704,10.0.0.2,40502,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20180825145705,10.0.0.2,40502,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20180825145706,10.0.0.2,40502,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20180825145707,10.0.0.2,40502,10.0.0.1,5001,3,25.0-26.0,1179648,9437184
20180825145708,10.0.0.2,40502,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20180825145709,10.0.0.2,40502,10.0.0.1,5001,3,27.0-28.0,1179648,9437184
20180825145710,10.0.0.2,40502,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20180825145711,10.0.0.2,40502,10.0.0.1,5001,3,29.0-30.0,1048576,8388608
20180825145712,10.0.0.2,40502,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20180825145713,10.0.0.2,40502,10.0.0.1,5001,3,31.0-32.0,1179648,9437184
20180825145714,10.0.0.2,40502,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
20180825145715,10.0.0.2,40502,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20180825145716,10.0.0.2,40502,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20180825145717,10.0.0.2,40502,10.0.0.1,5001,3,35.0-36.0,1179648,9437184
20180825145718,10.0.0.2,40502,10.0.0.1,5001,3,36.0-37.0,1179648,9437184
20180825145719,10.0.0.2,40502,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20180825145721,10.0.0.2,40502,10.0.0.1,5001,3,38.0-39.0,2359296,18874368
20180825145722,10.0.0.2,40502,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20180825145723,10.0.0.2,40502,10.0.0.1,5001,3,40.0-41.0,1179648,9437184
20180825145724,10.0.0.2,40502,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20180825145725,10.0.0.2,40502,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20180825145726,10.0.0.2,40502,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20180825145727,10.0.0.2,40502,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20180825145728,10.0.0.2,40502,10.0.0.1,5001,3,45.0-46.0,1179648,9437184
20180825145729,10.0.0.2,40502,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20180825145729,10.0.0.2,40502,10.0.0.1,5001,3,47.0-48.0,1048576,8388608
20180825145730,10.0.0.2,40502,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20180825145731,10.0.0.2,40502,10.0.0.1,5001,3,49.0-50.0,1179648,9437184
20180825145732,10.0.0.2,40502,10.0.0.1,5001,3,50.0-51.0,1179648,9437184
20180825145733,10.0.0.2,40502,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20180825145734,10.0.0.2,40502,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20180825145735,10.0.0.2,40502,10.0.0.1,5001,3,53.0-54.0,1179648,9437184
20180825145736,10.0.0.2,40502,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20180825145737,10.0.0.2,40502,10.0.0.1,5001,3,55.0-56.0,1179648,9437184
20180825145738,10.0.0.2,40502,10.0.0.1,5001,3,56.0-57.0,1179648,9437184
20180825145739,10.0.0.2,40502,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20180825145740,10.0.0.2,40502,10.0.0.1,5001,3,58.0-59.0,1179648,9437184
20180825145741,10.0.0.2,40502,10.0.0.1,5001,3,59.0-60.0,1179648,9437184
20180825145741,10.0.0.2,40502,10.0.0.1,5001,3,0.0-60.6,74579968,9847377
